CLS,ING,RXCUI,NAME,TTY,NDC
GLP1 Agonist,semaglutide,2707557,semaglutide 9 MG Oral Tablet [Rybelsus],SBD,169480930
GLP1 Agonist,semaglutide,1991308,semaglutide 1.34 MG/ML [Ozempic],SBDC,
GLP1 Agonist,semaglutide,2200646,semaglutide 14 MG [Rybelsus],SBDC,
GLP1 Agonist,semaglutide,2200653,semaglutide 3 MG [Rybelsus],SBDC,
GLP1 Agonist,semaglutide,2200657,semaglutide 7 MG [Rybelsus],SBDC,
GLP1 Agonist,semaglutide,2553503,semaglutide 0.5 MG/ML [Wegovy],SBDC,
GLP1 Agonist,semaglutide,2553602,semaglutide 1 MG/ML [Wegovy],SBDC,
GLP1 Agonist,semaglutide,2553608,semaglutide 2 MG/ML [Wegovy],SBDC,
GLP1 Agonist,semaglutide,2553902,semaglutide 2.27 MG/ML [Wegovy],SBDC,
GLP1 Agonist,semaglutide,2554103,semaglutide 3.2 MG/ML [Wegovy],SBDC,
GLP1 Agonist,semaglutide,2599364,semaglutide 2.68 MG/ML [Ozempic],SBDC,
GLP1 Agonist,semaglutide,2619153,semaglutide 0.68 MG/ML [Ozempic],SBDC,
GLP1 Agonist,semaglutide,2707548,semaglutide 1.5 MG [Rybelsus],SBDC,
GLP1 Agonist,semaglutide,2707552,semaglutide 4 MG [Rybelsus],SBDC,
GLP1 Agonist,semaglutide,2707556,semaglutide 9 MG [Rybelsus],SBDC,
GLP1 Agonist,semaglutide,1991309,semaglutide Pen Injector [Ozempic],SBDF,
GLP1 Agonist,semaglutide,2200647,semaglutide Oral Tablet [Rybelsus],SBDF,
GLP1 Agonist,semaglutide,2553504,semaglutide Auto-Injector [Wegovy],SBDF,
GLP1 Agonist,semaglutide,1991310,Ozempic Injectable Product,SBDG,
GLP1 Agonist,semaglutide,2200648,Rybelsus Oral Product,SBDG,
GLP1 Agonist,semaglutide,2200649,Rybelsus Pill,SBDG,
GLP1 Agonist,semaglutide,2553505,Wegovy Injectable Product,SBDG,
GLP1 Agonist,semaglutide,1991306,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector",SCD,
GLP1 Agonist,semaglutide,1991316,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,SCD,
GLP1 Agonist,semaglutide,2200644,semaglutide 14 MG Oral Tablet,SCD,
GLP1 Agonist,semaglutide,2200652,semaglutide 3 MG Oral Tablet,SCD,
GLP1 Agonist,semaglutide,2200656,semaglutide 7 MG Oral Tablet,SCD,
GLP1 Agonist,semaglutide,2398841,3 ML semaglutide 1.34 MG/ML Pen Injector,SCD,
GLP1 Agonist,semaglutide,2553501,0.5 ML semaglutide 0.5 MG/ML Auto-Injector,SCD,
GLP1 Agonist,semaglutide,2553601,0.5 ML semaglutide 1 MG/ML Auto-Injector,SCD,
GLP1 Agonist,semaglutide,2553802,0.5 ML semaglutide 2 MG/ML Auto-Injector,SCD,
GLP1 Agonist,semaglutide,2553901,0.75 ML semaglutide 2.27 MG/ML Auto-Injector,SCD,
GLP1 Agonist,semaglutide,2554102,0.75 ML semaglutide 3.2 MG/ML Auto-Injector,SCD,
GLP1 Agonist,semaglutide,2599362,3 ML semaglutide 2.68 MG/ML Pen Injector,SCD,
GLP1 Agonist,semaglutide,2619152,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector",SCD,
GLP1 Agonist,semaglutide,2707547,semaglutide 1.5 MG Oral Tablet,SCD,
GLP1 Agonist,semaglutide,2707551,semaglutide 4 MG Oral Tablet,SCD,
GLP1 Agonist,semaglutide,2707555,semaglutide 9 MG Oral Tablet,SCD,
GLP1 Agonist,semaglutide,1991303,semaglutide 1.34 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2200640,semaglutide 14 MG,SCDC,
GLP1 Agonist,semaglutide,2200651,semaglutide 3 MG,SCDC,
GLP1 Agonist,semaglutide,2200655,semaglutide 7 MG,SCDC,
GLP1 Agonist,semaglutide,2553400,semaglutide 0.5 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2553600,semaglutide 1 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2553606,semaglutide 2 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2553900,semaglutide 2.27 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2554101,semaglutide 3.2 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2599361,semaglutide 2.68 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2619151,semaglutide 0.68 MG/ML,SCDC,
GLP1 Agonist,semaglutide,2707546,semaglutide 1.5 MG,SCDC,
GLP1 Agonist,semaglutide,2707550,semaglutide 4 MG,SCDC,
GLP1 Agonist,semaglutide,2707554,semaglutide 9 MG,SCDC,
GLP1 Agonist,semaglutide,1991305,semaglutide Pen Injector,SCDF,
GLP1 Agonist,semaglutide,2200643,semaglutide Oral Tablet,SCDF,
GLP1 Agonist,semaglutide,2553500,semaglutide Auto-Injector,SCDF,
GLP1 Agonist,semaglutide,1991304,semaglutide Injectable Product,SCDG,
GLP1 Agonist,semaglutide,2200641,semaglutide Oral Product,SCDG,
GLP1 Agonist,semaglutide,2200642,semaglutide Pill,SCDG,
GLP1 Agonist,dulaglutide,1551291,dulaglutide,IN,
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,2143301
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,214331
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,2143361
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,2143361
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,2143380
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,2143380
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,50090348400
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5009034840
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,50090645300
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5009064530
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,54568043363
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5456843363
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,54568043371
GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5456843371
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,2143401
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,214341
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,2143461
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,2143461
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,2143480
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,2143480
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,50090348300
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5009034830
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,50090645600
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5009064560
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,54568043463
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5456843463
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,54568043471
GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5456843471
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,2223601
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,222361
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,2223661
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,2223661
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,2223680
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,2223680
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,50090546700
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,5009054670
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,50090657100
GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,5009065710
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,2318201
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,231821
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,2318261
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,2318261
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,2318280
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,2318280
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,50090758900
GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,5009075890
GLP1 Agonist,dulaglutide,1551297,dulaglutide 1.5 MG/ML [Trulicity],SBDC,
GLP1 Agonist,dulaglutide,1551305,dulaglutide 3 MG/ML [Trulicity],SBDC,
GLP1 Agonist,dulaglutide,2395778,dulaglutide 6 MG/ML [Trulicity],SBDC,
GLP1 Agonist,dulaglutide,2395784,dulaglutide 9 MG/ML [Trulicity],SBDC,
GLP1 Agonist,dulaglutide,1649586,dulaglutide Auto-Injector [Trulicity],SBDF,
GLP1 Agonist,dulaglutide,1551299,Trulicity Injectable Product,SBDG,
GLP1 Agonist,dulaglutide,1551295,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,SCD,
GLP1 Agonist,dulaglutide,1551304,0.5 ML dulaglutide 3 MG/ML Auto-Injector,SCD,
GLP1 Agonist,dulaglutide,2395777,0.5 ML dulaglutide 6 MG/ML Auto-Injector,SCD,
GLP1 Agonist,dulaglutide,2395783,0.5 ML dulaglutide 9 MG/ML Auto-Injector,SCD,
GLP1 Agonist,dulaglutide,1551292,dulaglutide 1.5 MG/ML,SCDC,
GLP1 Agonist,dulaglutide,1551303,dulaglutide 3 MG/ML,SCDC,
GLP1 Agonist,dulaglutide,2395776,dulaglutide 6 MG/ML,SCDC,
GLP1 Agonist,dulaglutide,2395782,dulaglutide 9 MG/ML,SCDC,
GLP1 Agonist,dulaglutide,1649584,dulaglutide Auto-Injector,SCDF,
GLP1 Agonist,dulaglutide,1551293,dulaglutide Injectable Product,SCDG,
GLP1 Agonist,exenatide,60548,exenatide,IN,
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,310652004
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,31065204
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,66780021902
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,667802192
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,66780021904
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,667802194
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,66780022601
GLP1 Agonist,exenatide,1242968,exenatide 2 MG Injection [Bydureon],SBD,667802261
GLP1 Agonist,exenatide,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],SBD,310654001
GLP1 Agonist,exenatide,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],SBD,31065401
GLP1 Agonist,exenatide,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],SBD,310654004
GLP1 Agonist,exenatide,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],SBD,31065404
GLP1 Agonist,exenatide,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],SBD,310654085
GLP1 Agonist,exenatide,1990869,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],SBD,310654085
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,2021008
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,22108
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,310652401
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,31065241
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,54868538401
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,5486853841
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,66029021008
GLP1 Agonist,exenatide,847913,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],SBD,660292108
